datetime,Temp(C),WindDir,Wind Speed(km/h),PM2.5
2016-03-03 01:00:00,25.5,45.0,13.0,25.752060491138263
2016-03-03 02:00:00,25.333333333333332,50.0,12.333333333333334,25.752060491138263
2016-03-03 03:00:00,25.166666666666668,55.0,11.666666666666666,25.752060491138263
2016-03-03 04:00:00,25.0,60.0,11.0,25.752060491138263
2016-03-03 05:00:00,25.466666666666665,61.666666666666664,12.333333333333334,25.752060491138263
2016-03-03 06:00:00,25.933333333333334,63.333333333333336,13.666666666666666,25.752060491138263
2016-03-03 07:00:00,26.4,65.0,15.0,25.752060491138263
2016-03-03 08:00:00,28.066666666666666,68.33333333333333,14.333333333333334,25.752060491138263
2016-03-03 09:00:00,29.73333333333333,71.66666666666667,13.666666666666666,25.752060491138263
2016-03-03 10:00:00,31.4,75.0,13.0,25.752060491138263
2016-03-03 11:00:00,32.3,73.33333333333333,12.666666666666666,25.752060491138263
2016-03-03 12:00:00,33.2,71.66666666666667,12.333333333333334,25.752060491138263
2016-03-03 13:00:00,34.1,70.0,12.0,25.752060491138263
2016-03-03 14:00:00,34.266666666666666,66.66666666666667,12.0,25.752060491138263
2016-03-03 15:00:00,34.43333333333334,63.333333333333336,12.0,62.9
2016-03-03 16:00:00,34.6,60.0,12.0,62.9
2016-03-03 17:00:00,32.766666666666666,63.333333333333336,11.666666666666666,55.5
2016-03-03 18:00:00,30.933333333333334,66.66666666666667,11.333333333333334,55.5
2016-03-03 19:00:00,29.1,70.0,11.0,47.9
2016-03-03 20:00:00,28.5,70.0,12.333333333333334,43.6
2016-03-03 21:00:00,27.900000000000002,70.0,13.666666666666666,28.6
2016-03-03 22:00:00,27.3,70.0,15.0,33.6
2016-03-03 23:00:00,27.033333333333335,78.33333333333333,14.333333333333334,34.8
2016-03-04 00:00:00,26.766666666666666,86.66666666666667,13.666666666666666,31.3
2016-03-04 01:00:00,26.5,95.0,13.0,36.7
2016-03-04 02:00:00,26.266666666666666,101.66666666666667,12.333333333333334,42.1
2016-03-04 03:00:00,26.033333333333335,108.33333333333333,11.666666666666666,38.6
2016-03-04 04:00:00,25.8,115.0,11.0,45.5
2016-03-04 05:00:00,25.900000000000002,108.33333333333333,11.333333333333334,49.9
2016-03-04 06:00:00,26.0,101.66666666666667,11.666666666666666,44.1
2016-03-04 07:00:00,26.1,95.0,12.0,42.1
2016-03-04 08:00:00,27.633333333333333,98.33333333333333,12.333333333333334,43.1
2016-03-04 09:00:00,29.166666666666668,101.66666666666667,12.666666666666666,44.8
2016-03-04 10:00:00,30.7,105.0,13.0,37.5
2016-03-04 11:00:00,31.433333333333334,108.33333333333333,12.0,39.6
2016-03-04 12:00:00,32.166666666666664,111.66666666666667,11.0,46.0
2016-03-04 13:00:00,32.9,115.0,10.0,43.8
2016-03-04 14:00:00,33.0,106.66666666666667,9.0,36.6
2016-03-04 15:00:00,33.1,98.33333333333333,8.0,34.2
2016-03-04 16:00:00,33.2,90.0,7.0,35.0
2016-03-04 17:00:00,31.56666666666667,85.0,9.0,30.0
2016-03-04 18:00:00,29.933333333333334,80.0,11.0,25.6
2016-03-04 19:00:00,28.3,75.0,13.0,32.1
2016-03-04 20:00:00,28.066666666666666,80.0,13.333333333333334,24.4
2016-03-04 21:00:00,27.833333333333336,85.0,13.666666666666666,32.8
2016-03-04 22:00:00,27.6,90.0,14.0,32.9
2016-03-04 23:00:00,27.366666666666667,96.66666666666667,13.666666666666666,30.7
2016-03-05 00:00:00,27.133333333333333,103.33333333333333,13.333333333333334,29.2
2016-03-05 01:00:00,26.9,110.0,13.0,28.1
2016-03-05 02:00:00,26.7,116.66666666666667,12.0,33.3
2016-03-05 03:00:00,26.5,123.33333333333333,11.0,33.3
2016-03-05 04:00:00,26.3,130.0,10.0,33.3
2016-03-05 05:00:00,26.400000000000002,135.0,12.333333333333334,33.3
2016-03-05 06:00:00,26.5,140.0,14.666666666666668,33.3
2016-03-05 07:00:00,26.6,145.0,17.0,33.3
2016-03-05 08:00:00,28.2,143.33333333333334,16.666666666666668,33.3
