datetime,Temp(C),lat,long,WindDir,Wind Speed(km/h),PM2.5
2016-03-03 15:00:00,29.8,7.19879999999876,100.59510000000888,92.5,31.5,31.2
2016-03-03 16:00:00,29.3,7.1988,100.5951,95.0,31.0,31.2
2016-03-03 17:00:00,28.433333333333334,7.19879999999876,100.59510000000888,91.66666666666667,30.333333333333332,31.2
2016-03-03 18:00:00,27.566666666666666,7.19879999999876,100.59510000000888,88.33333333333333,29.666666666666668,31.2
2016-03-03 19:00:00,26.7,7.1988,100.5951,85.0,29.0,24.5
2016-03-03 20:00:00,26.5,7.19879999999876,100.59510000000888,91.66666666666667,29.0,26.3
2016-03-03 21:00:00,26.3,7.19879999999876,100.59510000000888,98.33333333333333,29.0,22.9
2016-03-03 22:00:00,26.1,7.1988,100.5951,105.0,29.0,22.2
2016-03-03 23:00:00,25.8,7.19879999999876,100.59510000000888,98.33333333333333,29.333333333333332,23.9
2016-03-04 00:00:00,25.5,7.19879999999876,100.59510000000888,91.66666666666667,29.666666666666668,22.5
2016-03-04 01:00:00,25.2,7.1988,100.5951,85.0,30.0,25.45
2016-03-04 02:00:00,25.0,7.19879999999876,100.59510000000888,86.66666666666667,30.333333333333332,28.4
2016-03-04 03:00:00,24.8,7.19879999999876,100.59510000000888,88.33333333333333,30.666666666666668,25.7
2016-03-04 04:00:00,24.6,7.1988,100.5951,90.0,31.0,25.0
2016-03-04 05:00:00,24.866666666666667,7.19879999999876,100.59510000000888,91.66666666666667,30.0,23.4
2016-03-04 06:00:00,25.133333333333333,7.19879999999876,100.59510000000888,93.33333333333333,29.0,23.0
2016-03-04 07:00:00,25.4,7.1988,100.5951,95.0,28.0,23.6
2016-03-04 08:00:00,26.53333333333333,7.19879999999876,100.59510000000888,95.0,28.0,22.1
2016-03-04 09:00:00,27.666666666666668,7.19879999999876,100.59510000000888,95.0,28.0,22.2
2016-03-04 10:00:00,28.8,7.1988,100.5951,95.0,28.0,23.7
2016-03-04 11:00:00,29.400000000000002,7.19879999999876,100.59510000000888,96.66666666666667,25.333333333333332,24.1
2016-03-04 12:00:00,30.0,7.19879999999876,100.59510000000888,98.33333333333333,22.666666666666668,23.9
2016-03-04 13:00:00,30.6,7.1988,100.5951,100.0,20.0,24.9
2016-03-04 14:00:00,30.133333333333333,7.19879999999876,100.59510000000888,103.33333333333333,18.666666666666668,25.4
2016-03-04 15:00:00,29.666666666666668,7.19879999999876,100.59510000000888,106.66666666666667,17.333333333333332,27.0
2016-03-04 16:00:00,29.2,7.1988,100.5951,110.0,16.0,23.3
2016-03-04 17:00:00,28.433333333333334,7.19879999999876,100.59510000000888,106.66666666666667,15.666666666666666,21.1
2016-03-04 18:00:00,27.666666666666664,7.19879999999876,100.59510000000888,103.33333333333333,15.333333333333334,20.6
2016-03-04 19:00:00,26.9,7.1988,100.5951,100.0,15.0,22.7
2016-03-04 20:00:00,26.7,7.19879999999876,100.59510000000888,100.0,17.666666666666668,22.5
2016-03-04 21:00:00,26.5,7.19879999999876,100.59510000000888,100.0,20.333333333333332,21.3
2016-03-04 22:00:00,26.3,7.1988,100.5951,100.0,23.0,17.6
2016-03-04 23:00:00,26.066666666666666,7.19879999999876,100.59510000000888,100.0,23.0,22.1
2016-03-05 00:00:00,25.833333333333336,7.19879999999876,100.59510000000888,100.0,23.0,20.6
2016-03-05 01:00:00,25.6,7.1988,100.5951,100.0,23.0,24.2
