datetime,Temp(C),WindDir,Wind Speed(km/h),PM2.5
2016-03-03 01:00:00,23.1,80.0,4.0,31.081876126464287
2016-03-03 02:00:00,22.400000000000002,58.33333333333333,4.666666666666667,31.081876126464287
2016-03-03 03:00:00,21.7,36.666666666666664,5.333333333333333,31.081876126464287
2016-03-03 04:00:00,21.0,15.0,6.0,31.081876126464287
2016-03-03 05:00:00,20.966666666666665,35.0,6.666666666666667,31.081876126464287
2016-03-03 06:00:00,20.933333333333334,55.0,7.333333333333333,31.081876126464287
2016-03-03 07:00:00,20.9,75.0,8.0,31.081876126464287
2016-03-03 08:00:00,22.933333333333334,78.33333333333333,8.0,31.081876126464287
2016-03-03 09:00:00,24.966666666666665,81.66666666666667,8.0,31.081876126464287
2016-03-03 10:00:00,27.0,85.0,8.0,31.081876126464287
2016-03-03 11:00:00,28.4,86.66666666666667,8.666666666666666,31.081876126464287
2016-03-03 12:00:00,29.8,88.33333333333333,9.333333333333334,31.081876126464287
2016-03-03 13:00:00,31.2,90.0,10.0,31.081876126464287
2016-03-03 14:00:00,31.8,86.66666666666667,8.666666666666666,31.081876126464287
2016-03-03 15:00:00,32.4,83.33333333333333,7.333333333333334,35.8
2016-03-03 16:00:00,33.0,80.0,6.0,35.8
2016-03-03 17:00:00,31.366666666666667,95.0,6.666666666666667,36.0
2016-03-03 18:00:00,29.733333333333334,110.0,7.333333333333333,35.9
2016-03-03 19:00:00,28.1,125.0,8.0,38.03333333333333
2016-03-03 20:00:00,27.633333333333333,126.66666666666667,8.0,40.166666666666664
2016-03-03 21:00:00,27.166666666666668,128.33333333333334,8.0,42.3
2016-03-03 22:00:00,26.7,130.0,8.0,44.43333333333334
2016-03-03 23:00:00,26.4,136.66666666666666,8.666666666666666,46.56666666666667
2016-03-04 00:00:00,26.1,143.33333333333334,9.333333333333334,48.7
2016-03-04 01:00:00,25.8,150.0,10.0,62.85
2016-03-04 02:00:00,24.900000000000002,163.33333333333334,10.333333333333334,77.0
2016-03-04 03:00:00,24.0,176.66666666666666,10.666666666666666,55.7
2016-03-04 04:00:00,23.1,190.0,11.0,47.5
2016-03-04 05:00:00,22.933333333333334,191.66666666666666,11.333333333333334,36.6
2016-03-04 06:00:00,22.76666666666667,193.33333333333334,11.666666666666666,35.3
2016-03-04 07:00:00,22.6,195.0,12.0,34.0
2016-03-04 08:00:00,24.900000000000002,201.66666666666666,12.0,31.9
2016-03-04 09:00:00,27.2,208.33333333333334,12.0,30.8
2016-03-04 10:00:00,29.5,215.0,12.0,32.6
