datetime,Temp(C),WindDir,Wind Speed(km/h),PM2.5
2016-03-03 01:00:00,19.4,175.0,12.0,27.722282404625993
2016-03-03 02:00:00,19.133333333333333,183.33333333333334,11.666666666666666,27.722282404625993
2016-03-03 03:00:00,18.866666666666667,191.66666666666666,11.333333333333334,27.722282404625993
2016-03-03 04:00:00,18.6,200.0,11.0,27.722282404625993
2016-03-03 05:00:00,19.033333333333335,203.33333333333334,9.666666666666666,27.722282404625993
2016-03-03 06:00:00,19.466666666666665,206.66666666666666,8.333333333333334,27.722282404625993
2016-03-03 07:00:00,19.9,210.0,7.0,27.722282404625993
2016-03-03 08:00:00,23.2,208.33333333333334,6.666666666666667,27.722282404625993
2016-03-03 09:00:00,26.5,206.66666666666666,6.333333333333333,27.722282404625993
2016-03-03 10:00:00,29.8,205.0,6.0,27.722282404625993
2016-03-03 11:00:00,31.1,216.66666666666666,5.0,27.722282404625993
2016-03-03 12:00:00,32.400000000000006,228.33333333333334,4.0,27.722282404625993
2016-03-03 13:00:00,33.7,240.0,3.0,27.722282404625993
2016-03-03 14:00:00,33.6,236.66666666666666,3.6666666666666665,27.722282404625993
2016-03-03 15:00:00,33.5,233.33333333333334,4.333333333333333,53.7
2016-03-03 16:00:00,33.4,230.0,5.0,53.7
2016-03-03 17:00:00,30.4,226.66666666666666,6.666666666666667,53.7
2016-03-03 18:00:00,27.4,223.33333333333334,8.333333333333334,53.7
2016-03-03 19:00:00,24.4,220.0,10.0,33.4
2016-03-03 20:00:00,23.53333333333333,220.0,12.0,37.3
2016-03-03 21:00:00,22.666666666666668,220.0,14.0,36.5
2016-03-03 22:00:00,21.8,220.0,16.0,34.1
2016-03-03 23:00:00,21.7,220.0,15.666666666666666,35.4
2016-03-04 00:00:00,21.6,220.0,15.333333333333334,44.0
2016-03-04 01:00:00,21.5,220.0,15.0,43.85
2016-03-04 02:00:00,21.1,225.0,14.666666666666666,43.7
2016-03-04 03:00:00,20.7,230.0,14.333333333333334,41.3
2016-03-04 04:00:00,20.3,235.0,14.0,38.5
2016-03-04 05:00:00,20.5,236.66666666666666,14.333333333333334,41.2
2016-03-04 06:00:00,20.7,238.33333333333334,14.666666666666666,39.3
2016-03-04 07:00:00,20.9,240.0,15.0,32.4
2016-03-04 08:00:00,24.2,238.33333333333334,14.0,31.3
2016-03-04 09:00:00,27.5,236.66666666666666,13.0,23.9
2016-03-04 10:00:00,30.8,235.0,12.0,27.4
2016-03-04 11:00:00,32.03333333333333,233.33333333333334,11.0,34.0
2016-03-04 12:00:00,33.266666666666666,231.66666666666666,10.0,41.2
