datetime,Temp(C),WindDir,Wind Speed(km/h),PM2.5
2016-03-03 01:00:00,26.2,55.0,14.0,24.966793706819114
2016-03-03 02:00:00,25.53333333333333,55.0,14.0,24.966793706819114
2016-03-03 03:00:00,24.866666666666667,55.0,14.0,24.966793706819114
2016-03-03 04:00:00,24.2,55.0,14.0,24.966793706819114
2016-03-03 05:00:00,24.366666666666667,60.0,15.333333333333334,24.966793706819114
2016-03-03 06:00:00,24.53333333333333,65.0,16.666666666666668,24.966793706819114
2016-03-03 07:00:00,24.7,70.0,18.0,24.966793706819114
2016-03-03 08:00:00,26.833333333333332,73.33333333333333,17.666666666666668,24.966793706819114
2016-03-03 09:00:00,28.96666666666667,76.66666666666667,17.333333333333332,24.966793706819114
2016-03-03 10:00:00,31.1,80.0,17.0,24.966793706819114
2016-03-03 11:00:00,32.43333333333334,80.0,15.666666666666666,24.966793706819114
2016-03-03 12:00:00,33.766666666666666,80.0,14.333333333333334,24.966793706819114
2016-03-03 13:00:00,35.1,80.0,13.0,24.966793706819114
2016-03-03 14:00:00,35.63333333333333,81.66666666666667,12.0,24.966793706819114
2016-03-03 15:00:00,36.16666666666667,83.33333333333333,11.0,65.2
2016-03-03 16:00:00,36.7,85.0,10.0,65.2
2016-03-03 17:00:00,35.06666666666667,90.0,11.0,64.9
2016-03-03 18:00:00,33.43333333333334,95.0,12.0,64.9
2016-03-03 19:00:00,31.8,100.0,13.0,38.4
2016-03-03 20:00:00,30.8,98.33333333333333,12.666666666666666,39.0
2016-03-03 21:00:00,29.8,96.66666666666667,12.333333333333334,30.1
2016-03-03 22:00:00,28.8,95.0,12.0,32.3
2016-03-03 23:00:00,28.233333333333334,101.66666666666667,12.333333333333334,32.0
2016-03-04 00:00:00,27.666666666666668,108.33333333333333,12.666666666666666,64.1
2016-03-04 01:00:00,27.1,115.0,13.0,70.35
2016-03-04 02:00:00,26.46666666666667,120.0,12.333333333333334,76.6
2016-03-04 03:00:00,25.833333333333332,125.0,11.666666666666666,77.3
2016-03-04 04:00:00,25.2,130.0,11.0,68.6
2016-03-04 05:00:00,25.366666666666667,125.0,10.333333333333334,51.7
2016-03-04 06:00:00,25.53333333333333,120.0,9.666666666666666,49.2
2016-03-04 07:00:00,25.7,115.0,9.0,43.3
2016-03-04 08:00:00,27.766666666666666,115.0,8.666666666666666,40.0
2016-03-04 09:00:00,29.833333333333332,115.0,8.333333333333334,37.8
2016-03-04 10:00:00,31.9,115.0,8.0,38.6
2016-03-04 11:00:00,33.166666666666664,123.33333333333333,7.666666666666667,41.5
2016-03-04 12:00:00,34.43333333333334,131.66666666666666,7.333333333333333,42.2
2016-03-04 13:00:00,35.7,140.0,7.0,41.3
2016-03-04 14:00:00,36.13333333333333,145.0,6.333333333333333,39.4
2016-03-04 15:00:00,36.56666666666667,150.0,5.666666666666667,42.5
2016-03-04 16:00:00,37.0,155.0,5.0,33.7
2016-03-04 17:00:00,35.1,215.0,4.666666666666667,32.3
2016-03-04 18:00:00,33.2,275.0,4.333333333333333,30.2
2016-03-04 19:00:00,31.3,335.0,4.0,33.2
2016-03-04 20:00:00,30.400000000000002,251.66666666666669,4.0,32.3
2016-03-04 21:00:00,29.5,168.33333333333334,4.0,32.0
2016-03-04 22:00:00,28.6,85.0,4.0,28.1
2016-03-04 23:00:00,28.166666666666668,95.0,6.333333333333334,27.7
2016-03-05 00:00:00,27.733333333333334,105.0,8.666666666666668,29.2
2016-03-05 01:00:00,27.3,115.0,11.0,30.4
2016-03-05 02:00:00,26.8,121.66666666666667,11.0,37.4
2016-03-05 03:00:00,26.3,128.33333333333334,11.0,37.4
2016-03-05 04:00:00,25.8,135.0,11.0,37.4
2016-03-05 05:00:00,25.900000000000002,141.66666666666666,12.0,37.4
2016-03-05 06:00:00,26.0,148.33333333333334,13.0,37.2
2016-03-05 07:00:00,26.1,155.0,14.0,37.2
2016-03-05 08:00:00,28.066666666666666,155.0,14.666666666666666,37.2
2016-03-05 09:00:00,30.033333333333335,155.0,15.333333333333334,37.2
2016-03-05 10:00:00,32.0,155.0,16.0,37.2
2016-03-05 11:00:00,33.3,151.66666666666666,15.333333333333334,37.1
2016-03-05 12:00:00,34.6,148.33333333333334,14.666666666666666,37.2
2016-03-05 13:00:00,35.9,145.0,14.0,37.2
2016-03-05 14:00:00,36.333333333333336,145.0,13.333333333333334,37.2
2016-03-05 15:00:00,36.766666666666666,145.0,12.666666666666666,37.2
2016-03-05 16:00:00,37.2,145.0,12.0,37.2
2016-03-05 17:00:00,35.16666666666667,138.33333333333334,8.666666666666666,37.2
2016-03-05 18:00:00,33.13333333333333,131.66666666666666,5.333333333333333,37.2
2016-03-05 19:00:00,31.1,125.0,2.0,37.2
2016-03-05 20:00:00,30.166666666666668,125.0,5.0,37.2
2016-03-05 21:00:00,29.233333333333334,125.0,8.0,37.1
2016-03-05 22:00:00,28.3,125.0,11.0,37.2
2016-03-05 23:00:00,28.0,126.66666666666667,10.333333333333334,37.2
2016-03-06 00:00:00,27.7,128.33333333333334,9.666666666666666,37.9
2016-03-06 01:00:00,27.4,130.0,9.0,23.4
2016-03-06 02:00:00,26.966666666666665,141.66666666666666,10.333333333333334,29.5
2016-03-06 03:00:00,26.533333333333335,153.33333333333334,11.666666666666666,32.9
2016-03-06 04:00:00,26.1,165.0,13.0,30.3
2016-03-06 05:00:00,26.26666666666667,165.0,15.0,29.4
2016-03-06 06:00:00,26.433333333333334,165.0,17.0,27.4
2016-03-06 07:00:00,26.6,165.0,19.0,27.5
2016-03-06 08:00:00,28.5,161.66666666666666,18.0,29.6
2016-03-06 09:00:00,30.4,158.33333333333334,17.0,29.7
2016-03-06 10:00:00,32.3,155.0,16.0,29.0
2016-03-06 11:00:00,33.63333333333333,155.0,15.666666666666666,30.6
2016-03-06 12:00:00,34.96666666666666,155.0,15.333333333333334,31.6
2016-03-06 13:00:00,36.3,155.0,15.0,34.7
2016-03-06 14:00:00,36.699999999999996,155.0,14.666666666666666,35.1
2016-03-06 15:00:00,37.1,155.0,14.333333333333334,31.8
2016-03-06 16:00:00,37.5,155.0,14.0,31.4
